A15.0,Tb lung confirm sputum microscopy with or without culture,ICD10_2010
A15.1,"Tuberculosis of lung, confirmed by culture only",ICD10_2010
A15.2,"Tuberculosis of lung, confirmed histologically",ICD10_2010
A15.3,"Tuberculosis of lung, confirmed by unspecified means",ICD10_2010
A15.4,Tb intrathoracic lymph nodes confirm bact histologically,ICD10_2010
A15.5,"Tuberculosis of larynx, trachea & bronchus conf bact/hist'y",ICD10_2010
A15.6,"Tuberculous pleurisy, conf bacteriologically/his'y",ICD10_2010
A15.7,Primary respiratory tb confirm bact and histologically,ICD10_2010
A15.8,Other respiratory tb confirm bact and histologically,ICD10_2010
A15.9,Respiratory tb unspec confirm bact and histologically,ICD10_2010
A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",ICD10_2010
A16.0,"Tuberculosis of lung, bacteriologically & histolog'y neg",ICD10_2010
A16.1,Tuberculosis lung bact and histological examin not done,ICD10_2010
A16.2,Tb lung without mention of bact or histological confirm,ICD10_2010
A16.3,Tb intrathoracic lymph node without bact or hist confirm,ICD10_2010
A16.4,Tb larynx trachea and bronchus without bact or hist confirm,ICD10_2010
A16.5,Tb pleurisy without mention of bact or histological confirm,ICD10_2010
A16.7,Prim respiratory tb without mention of bact or hist confirm,ICD10_2010
A16.8,Oth respiratory tb without mention of bact or hist confirm,ICD10_2010
A16.9,Resp tb unspec without mention of bact or hist confirm,ICD10_2010
A17,Tuberculosis of nervous system,ICD10_2010
A17.0,Tuberculous meningitis,ICD10_2010
A17.1,Meningeal tuberculoma,ICD10_2010
A17.8,Other tuberculosis of nervous system,ICD10_2010
A17.9,Tuberculosis of nervous system unspecified,ICD10_2010
A18,Tuberculosis of other organs,ICD10_2010
A18.0,Tuberculosis of bones and joints,ICD10_2010
A18.1,Tuberculosis of genitourinary system,ICD10_2010
A18.2,Tuberculous peripheral lymphadenopathy,ICD10_2010
A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",ICD10_2010
A18.4,Tuberculosis of skin and subcutaneous tissue,ICD10_2010
A18.5,Tuberculosis of eye,ICD10_2010
A18.6,Tuberculosis of ear,ICD10_2010
A18.7,Tuberculosis of adrenal glands,ICD10_2010
A18.8,Tuberculosis of other specified organs,ICD10_2010
A19,Miliary tuberculosis,ICD10_2010
A19.0,Acute miliary tuberculosis of a single specified site,ICD10_2010
A19.1,Acute miliary tuberculosis of multiple sites,ICD10_2010
A19.2,"Acute miliary tuberculosis, unspecified",ICD10_2010
A19.8,Other miliary tuberculosis,ICD10_2010
A19.9,"Miliary tuberculosis, unspecified",ICD10_2010
A20,Plague,ICD10_2010
A20.0,Bubonic plague,ICD10_2010
A20.1,Cellulocutaneous plague,ICD10_2010
A20.2,Pneumonic plague,ICD10_2010
A20.3,Plague meningitis,ICD10_2010
A20.7,Septicaemic plague,ICD10_2010
A20.8,Other forms of plague,ICD10_2010
A20.9,"Plague, unspecified",ICD10_2010
A21,Tularaemia,ICD10_2010
A21.0,Ulceroglandular tularaemia,ICD10_2010
A21.1,Oculoglandular tularaemia,ICD10_2010
A21.2,Pulmonary tularaemia,ICD10_2010
A21.3,Gastrointestinal tularaemia,ICD10_2010
A21.7,Generalized tularaemia,ICD10_2010
A21.8,Other forms of tularaemia,ICD10_2010
A21.9,"Tularaemia, unspecified",ICD10_2010
A22,Anthrax,ICD10_2010
A22.0,Cutaneous anthrax,ICD10_2010
A22.1,Pulmonary anthrax,ICD10_2010
A22.2,Gastrointestinal anthrax,ICD10_2010
A22.7,Anthrax septicaemia,ICD10_2010
A22.8,Other forms of anthrax,ICD10_2010
A22.9,"Anthrax, unspecified",ICD10_2010
A23,Brucellosis,ICD10_2010
A23.0,Brucellosis due to brucella melitensis,ICD10_2010
A23.1,Brucellosis due to brucella abortus,ICD10_2010
A23.2,Brucellosis due to brucella suis,ICD10_2010
A23.3,Brucellosis due to brucella canis,ICD10_2010
A23.8,Other brucellosis,ICD10_2010
A23.9,"Brucellosis, unspecified",ICD10_2010
A24,Glanders and melioidosis,ICD10_2010
A24.0,Glanders,ICD10_2010
A24.1,Acute and fulminating melioidosis,ICD10_2010
A24.2,Subacute and chronic melioidosis,ICD10_2010
A24.3,Other melioidosis,ICD10_2010
A24.4,"Melioidosis, unspecified",ICD10_2010
A25,Rat-bite fevers,ICD10_2010
A25.0,Spirillosis,ICD10_2010
A25.1,Streptobacillosis,ICD10_2010
A25.9,"Rat-bite fever, unspecified",ICD10_2010
A26,Erysipeloid,ICD10_2010
A26.0,Cutaneous erysipeloid,ICD10_2010
A26.7,Erysipelothrix septicaemia,ICD10_2010
A26.8,Other forms of erysipeloid,ICD10_2010
A26.9,"Erysipeloid, unspecified",ICD10_2010
A27,Leptospirosis,ICD10_2010
A27.0,Leptospirosis icterohaemorrhagica,ICD10_2010
A27.8,Other forms of leptospirosis,ICD10_2010
A27.9,"Leptospirosis, unspecified",ICD10_2010
A28,"Other zoonotic bacterial diseases, not elsewhere classified",ICD10_2010
A28.0,Pasteurellosis,ICD10_2010
A28.1,Cat-scratch disease,ICD10_2010
A28.2,Extraintestinal yersiniosis,ICD10_2010
A28.8,Other specified zoonotic bacterial diseases nec,ICD10_2010
A28.9,"Zoonotic bacterial disease, unspecified",ICD10_2010
A30,Leprosy [Hansen disease],ICD10_2010
A30.0,Indeterminate leprosy,ICD10_2010
A30.1,Tuberculoid leprosy,ICD10_2010
A30.2,Borderline tuberculoid leprosy,ICD10_2010
A30.3,Borderline leprosy,ICD10_2010
A30.4,Borderline lepromatous leprosy,ICD10_2010
A30.5,Lepromatous leprosy,ICD10_2010
A30.8,Other forms of leprosy,ICD10_2010
A30.9,"Leprosy, unspecified",ICD10_2010
A31,Infection due to other mycobacteria,ICD10_2010
A31.0,Pulmonary mycobacterial infection,ICD10_2010
A31.1,Cutaneous mycobacterial infection,ICD10_2010
A31.8,Other mycobacterial infections,ICD10_2010
A31.9,"Mycobacterial infection, unspecified",ICD10_2010
A32,Listeriosis,ICD10_2010
A32.0,Cutaneous listeriosis,ICD10_2010
A32.1,Listerial meningitis and meningoencephalitis,ICD10_2010
A32.7,Listerial septicaemia,ICD10_2010
A32.8,Other forms of listeriosis,ICD10_2010
A32.9,"Listeriosis, unspecified",ICD10_2010
A33,Tetanus neonatorum,ICD10_2010
A34,Obstetrical tetanus,ICD10_2010
A35,Other tetanus,ICD10_2010
A36,Diphtheria,ICD10_2010
A36.0,Pharyngeal diphtheria,ICD10_2010
A36.1,Nasopharyngeal diphtheria,ICD10_2010
A36.2,Laryngeal diphtheria,ICD10_2010
A36.3,Cutaneous diphtheria,ICD10_2010
A36.8,Other diphtheria,ICD10_2010
A36.9,"Diphtheria, unspecified",ICD10_2010
A37,Whooping cough,ICD10_2010
A37.0,Whooping cough due to bordetella pertussis,ICD10_2010
A37.1,Whooping cough due to bordetella parapertussis,ICD10_2010
A37.8,Whooping cough due to other bordetella species,ICD10_2010
A37.9,"Whooping cough, unspecified",ICD10_2010
A38,Scarlet fever,ICD10_2010
A39,Meningococcal infection,ICD10_2010
A39.0,Meningococcal meningitis,ICD10_2010
A39.1,Waterhouse-friderichsen syndrome,ICD10_2010
A39.2,Acute meningococcaemia,ICD10_2010
A39.3,Chronic meningococcaemia,ICD10_2010
A39.4,"Meningococcaemia, unspecified",ICD10_2010
A39.5,Meningococcal heart disease,ICD10_2010
A39.8,Other meningococcal infections,ICD10_2010
A39.9,"Meningococcal infection, unspecified",ICD10_2010
A40,Streptococcal sepsis,ICD10_2010
A40.0,"Septicaemia due to streptococcus, group a",ICD10_2010
A40.1,"Septicaemia due to streptococcus, group b",ICD10_2010
A40.2,"Septicaemia due to streptococcus, group d",ICD10_2010
A40.3,Septicaemia due to streptococcus pneumoniae,ICD10_2010
A40.8,Other streptococcal septicaemia,ICD10_2010
A40.9,"Streptococcal septicaemia, unspecified",ICD10_2010
A41,Other sepsis,ICD10_2010
A41.0,Septicaemia due to staphylococcus aureus,ICD10_2010
A41.1,Septicaemia due to other specified staphylococcus,ICD10_2010
A41.2,Septicaemia due to unspecified staphylococcus,ICD10_2010
A41.3,Septicaemia due to haemophilus influenzae,ICD10_2010
A41.4,Septicaemia due to anaerobes,ICD10_2010
A41.5,Septicaemia due to other gram-negative organisms,ICD10_2010
A41.8,Other specified septicaemia,ICD10_2010
A41.9,"Septicaemia, unspecified",ICD10_2010
A42,Actinomycosis,ICD10_2010
A42.0,Pulmonary actinomycosis,ICD10_2010
A42.1,Abdominal actinomycosis,ICD10_2010
A42.2,Cervicofacial actinomycosis,ICD10_2010
A42.7,Actinomycotic septicaemia,ICD10_2010
A42.8,Other forms of actinomycosis,ICD10_2010
A42.9,"Actinomycosis, unspecified",ICD10_2010
A43,Nocardiosis,ICD10_2010
A43.0,Pulmonary nocardiosis,ICD10_2010
A43.1,Cutaneous nocardiosis,ICD10_2010
A43.8,Other forms of nocardiosis,ICD10_2010
A43.9,"Nocardiosis, unspecified",ICD10_2010
A44,Bartonellosis,ICD10_2010
A44.0,Systemic bartonellosis,ICD10_2010
A44.1,Cutaneous and mucocutaneous bartonellosis,ICD10_2010
A44.8,Other forms of bartonellosis,ICD10_2010
A44.9,"Bartonellosis, unspecified",ICD10_2010
A46,Erysipelas,ICD10_2010
A48,"Other bacterial diseases, not elsewhere classified",ICD10_2010
A48.0,Gas gangrene,ICD10_2010
A48.1,Legionnaires' disease,ICD10_2010
A48.2,Nonpneumonic legionnaires' disease [pontiac fever],ICD10_2010
A48.3,Toxic shock syndrome,ICD10_2010
A48.4,Brazilian purpuric fever,ICD10_2010
A48.8,Other specified bacterial diseases,ICD10_2010
A49,Bacterial infection of unspecified site,ICD10_2010
A49.0,"Staphylococcal infection, unspecified",ICD10_2010
A49.1,"Streptococcal infection, unspecified",ICD10_2010
A49.2,"Haemophilus influenzae infection, unspecified",ICD10_2010
A49.3,"Mycoplasma infection, unspecified",ICD10_2010
A49.8,Other bacterial infections of unspecified site,ICD10_2010
A49.9,"Bacterial infection, unspecified",ICD10_2010
A50,Congenital syphilis,ICD10_2010
A50.0,"Early congenital syphilis, symptomatic",ICD10_2010
A50.1,"Early congenital syphilis, latent",ICD10_2010
A50.2,"Early congenital syphilis, unspecified",ICD10_2010
A50.3,Late congenital syphilitic oculopathy,ICD10_2010
A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],ICD10_2010
A50.5,"Other late congenital syphilis, symptomatic",ICD10_2010
A50.6,"Late congenital syphilis, latent",ICD10_2010
A50.7,"Late congenital syphilis, unspecified",ICD10_2010
A50.9,"Congenital syphilis, unspecified",ICD10_2010
A51,Early syphilis,ICD10_2010
A51.0,Primary genital syphilis,ICD10_2010
A51.1,Primary anal syphilis,ICD10_2010
A51.2,Primary syphilis of other sites,ICD10_2010
A51.3,Secondary syphilis of skin and mucous membranes,ICD10_2010
A51.4,Other secondary syphilis,ICD10_2010
A51.5,"Early syphilis, latent",ICD10_2010
A51.9,"Early syphilis, unspecified",ICD10_2010
A52,Late syphilis,ICD10_2010
A52.0,Cardiovascular syphilis,ICD10_2010
A52.1,Symptomatic neurosyphilis,ICD10_2010
A52.2,Asymptomatic neurosyphilis,ICD10_2010
A52.3,"Neurosyphilis, unspecified",ICD10_2010
A52.7,Other symptomatic late syphilis,ICD10_2010
A52.8,"Late syphilis, latent",ICD10_2010
A52.9,"Late syphilis, unspecified",ICD10_2010
A53,Other and unspecified syphilis,ICD10_2010
A53.0,"Latent syphilis, unspecified as early or late",ICD10_2010
A53.9,"Syphilis, unspecified",ICD10_2010
A54,Gonococcal infection,ICD10_2010
A54.0,Gonococcal infection lower genitourinary tract without periurethral / accessory gland abscess,ICD10_2010
A54.1,Gonococcal infection lower genitourinary tract with periurethral / accessory gland abscess,ICD10_2010
A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,ICD10_2010
A54.3,Gonococcal infection of eye,ICD10_2010
A54.4,Gonococcal infection of musculoskeletal system,ICD10_2010
A54.5,Gonococcal pharyngitis,ICD10_2010
A54.6,Gonococcal infection of anus and rectum,ICD10_2010
A54.8,Other gonococcal infections,ICD10_2010
A54.9,"Gonococcal infection, unspecified",ICD10_2010
A55,Chlamydial lymphogranuloma (venereum),ICD10_2010
A56,Other sexually transmitted chlamydial diseases,ICD10_2010
A56.0,Chlamydial infection of lower genitourinary tract,ICD10_2010
A56.1,Chlamydial infection of pelviperitoneum other genitourinary organs,ICD10_2010
A56.2,"Chlamydial infection of genitourinary tract, unspecified",ICD10_2010
A56.3,Chlamydial infection of anus and rectum,ICD10_2010
A56.4,Chlamydial infection of pharynx,ICD10_2010
A56.8,Sexually transmitted chlamydial infection of other sites,ICD10_2010
A57,Chancroid,ICD10_2010
A58,Granuloma inguinale,ICD10_2010
A59,Trichomoniasis,ICD10_2010
A59.0,Urogenital trichomoniasis,ICD10_2010
A59.8,Trichomoniasis of other sites,ICD10_2010
A59.9,"Trichomoniasis, unspecified",ICD10_2010
A60,Anogenital herpesviral [herpes simplex] infection,ICD10_2010
A60.0,Herpesviral infection of genitalia and urogenital tract,ICD10_2010
A60.1,Herpesviral infection of perianal skin and rectum,ICD10_2010
A60.9,"Anogenital herpesviral infection, unspecified",ICD10_2010
A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",ICD10_2010
A63.0,Anogenital (venereal) warts,ICD10_2010
A63.8,Other specified predominantly sexually transmitted diseases,ICD10_2010
A64,Unspecified sexually transmitted disease,ICD10_2010
A65,Nonvenereal syphilis,ICD10_2010
A66,Yaws,ICD10_2010
A66.0,Initial lesions of yaws,ICD10_2010
A66.1,Multiple papillomata and wet crab yaws,ICD10_2010
A66.2,Other early skin lesions of yaws,ICD10_2010
A66.3,Hyperkeratosis of yaws,ICD10_2010
A66.4,Gummata and ulcers of yaws,ICD10_2010
A66.5,Gangosa,ICD10_2010
A66.6,Bone and joint lesions of yaws,ICD10_2010
A66.7,Other manifestations of yaws,ICD10_2010
A66.8,Latent yaws,ICD10_2010
A66.9,"Yaws, unspecified",ICD10_2010
A67,Pinta [carate],ICD10_2010
A67.0,Primary lesions of pinta,ICD10_2010
A67.1,Intermediate lesions of pinta,ICD10_2010
A67.2,Late lesions of pinta,ICD10_2010
A67.3,Mixed lesions of pinta,ICD10_2010
A67.9,"Pinta, unspecified",ICD10_2010
A68,Relapsing fevers,ICD10_2010
A68.0,Louse-borne relapsing fever,ICD10_2010
A68.1,Tick-borne relapsing fever,ICD10_2010
A68.9,"Relapsing fever, unspecified",ICD10_2010
A69,Other spirochaetal infections,ICD10_2010
A69.0,Necrotizing ulcerative stomatitis,ICD10_2010
A69.1,Other vincent's infections,ICD10_2010
A69.2,Lyme disease,ICD10_2010
A69.8,Other specified spirochaetal infections,ICD10_2010
A69.9,"Spirochaetal infection, unspecified",ICD10_2010
A70,Chlamydia psittaci infection,ICD10_2010
A71,Trachoma,ICD10_2010
A71.0,Initial stage of trachoma,ICD10_2010
A71.1,Active stage of trachoma,ICD10_2010
A71.9,"Trachoma, unspecified",ICD10_2010
A74,Other diseases caused by chlamydiae,ICD10_2010
A74.0,Chlamydial conjunctivitis,ICD10_2010
A74.8,Other chlamydial diseases,ICD10_2010
A74.9,"Chlamydial infection, unspecified",ICD10_2010
A75,Typhus fever,ICD10_2010
A75.0,Epidemic louse-borne typhus fever due to rickettsia prowazekii,ICD10_2010
A75.1,Recrudescent typhus [brill's disease],ICD10_2010
A75.2,Typhus fever due to rickettsia typhi,ICD10_2010
A75.3,Typhus fever due to rickettsia tsutsugamushi,ICD10_2010
A75.9,"Typhus fever, unspecified",ICD10_2010
A77,Spotted fever [tick-borne rickettsioses],ICD10_2010
A77.0,Spotted fever due to rickettsia rickettsii,ICD10_2010
A77.1,Spotted fever due to rickettsia conorii,ICD10_2010
A77.2,Spotted fever due to rickettsia sibirica,ICD10_2010
A77.3,Spotted fever due to rickettsia australis,ICD10_2010
A77.8,Other spotted fevers,ICD10_2010
A77.9,"Spotted fever, unspecified",ICD10_2010
A78,Q fever,ICD10_2010
A79,Other rickettsioses,ICD10_2010
A79.0,Trench fever,ICD10_2010
A79.1,Rickettsialpox due to rickettsia akari,ICD10_2010
A79.8,Other specified rickettsioses,ICD10_2010
A79.9,"Rickettsiosis, unspecified",ICD10_2010
A80,Acute poliomyelitis,ICD10_2010
A80.0,"Acute paralytic poliomyelitis, vaccine-associated",ICD10_2010
A80.1,"Acute paralytic poliomyelitis, wild virus, imported",ICD10_2010
A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous",ICD10_2010
A80.3,"Acute paralytic poliomyelitis, other and unspecified",ICD10_2010
A80.4,Acute nonparalytic poliomyelitis,ICD10_2010
A80.9,"Acute poliomyelitis, unspecified",ICD10_2010
A81,Atypical virus infections of central nervous system,ICD10_2010
A81.0,Creutzfeldt-jakob disease,ICD10_2010
A81.1,Subacute sclerosing panencephalitis,ICD10_2010
A81.2,Progressive multifocal leukoencephalopathy,ICD10_2010
A81.8,Other atypical virus infections of central nervous system,ICD10_2010
A81.9,"Atypical virus infection of central nervous system, unspecified",ICD10_2010
A82,Rabies,ICD10_2010
A82.0,Sylvatic rabies,ICD10_2010
A82.1,Urban rabies,ICD10_2010
A82.9,"Rabies, unspecified",ICD10_2010
A83,Mosquito-borne viral encephalitis,ICD10_2010
A83.0,Japanese encephalitis,ICD10_2010
A83.1,Western equine encephalitis,ICD10_2010
A83.2,Eastern equine encephalitis,ICD10_2010
A83.3,St louis encephalitis,ICD10_2010
A83.4,Australian encephalitis,ICD10_2010
A83.5,California encephalitis,ICD10_2010
A83.6,Rocio virus disease,ICD10_2010
A83.8,Other mosquito-borne viral encephalitis,ICD10_2010
A83.9,"Mosquito-borne viral encephalitis, unspecified",ICD10_2010
A84,Tick-borne viral encephalitis,ICD10_2010
A84.0,Far east tick-born enceph-russn spring-summ enceph,ICD10_2010
A84.1,Central european tick-borne encephalitis,ICD10_2010
A84.8,Other tick-borne viral encephalitis,ICD10_2010
A84.9,"Tick-borne viral encephalitis, unspecified",ICD10_2010
A85,"Other viral encephalitis, not elsewhere classified",ICD10_2010
A85.0,Enteroviral encephalitis,ICD10_2010
A85.1,Adenoviral encephalitis,ICD10_2010
A85.2,"Arthropod-borne viral encephalitis, unspecified",ICD10_2010
A85.8,Other specified viral encephalitis,ICD10_2010
A86,Unspecified viral encephalitis,ICD10_2010
A87,Viral meningitis,ICD10_2010
A87.0,Enteroviral meningitis,ICD10_2010
A87.1,Adenoviral meningitis,ICD10_2010
A87.2,Lymphocytic choriomeningitis,ICD10_2010
A87.8,Other viral meningitis,ICD10_2010
A87.9,"Viral meningitis, unspecified",ICD10_2010
A88,"Other viral infections of central nervous system, not elsewhere classified",ICD10_2010
A88.0,Enteroviral exanthematous fever [boston exanthem],ICD10_2010
A88.1,Epidemic vertigo,ICD10_2010
A88.8,Other specified viral infections of central nervous system,ICD10_2010
A89,Unspecified viral infection of central nervous system,ICD10_2010
A90,Dengue fever [classical dengue],ICD10_2010
A91,Dengue haemorrhagic fever,ICD10_2010
A92,Other mosquito-borne viral fevers,ICD10_2010
A92.0,Chikungunya virus disease,ICD10_2010
A92.1,O'nyong-nyong fever,ICD10_2010
A92.2,Venezuelan equine fever,ICD10_2010
A92.3,West nile fever,ICD10_2010
A92.4,Rift valley fever,ICD10_2010
A92.8,Other specified mosquito-borne viral fevers,ICD10_2010
A92.9,"Mosquito-borne viral fever, unspecified",ICD10_2010
A93,"Other arthropod-borne viral fevers, not elsewhere classified",ICD10_2010
A93.0,Oropouche virus disease,ICD10_2010
A93.1,Sandfly fever,ICD10_2010
A93.2,Colorado tick fever,ICD10_2010
A93.8,Other specified arthropod-borne viral fevers,ICD10_2010
A94,Unspecified arthropod-borne viral fever,ICD10_2010
A95,Yellow fever,ICD10_2010
A95.0,Sylvatic yellow fever,ICD10_2010
A95.1,Urban yellow fever,ICD10_2010
A95.9,"Yellow fever, unspecified",ICD10_2010
A96,Arenaviral haemorrhagic fever,ICD10_2010
A96.0,Junin haemorrhagic fever,ICD10_2010
A96.1,Machupo haemorrhagic fever,ICD10_2010
A96.2,Lassa fever,ICD10_2010
A96.8,Other arenaviral haemorrhagic fevers,ICD10_2010
A96.9,"Arenaviral haemorrhagic fever, unspecified",ICD10_2010
A98,"Other viral haemorrhagic fevers, not elsewhere classified",ICD10_2010
A98.0,Crimean-congo haemorrhagic fever,ICD10_2010
A98.1,Omsk haemorrhagic fever,ICD10_2010
A98.2,Kyasanur forest disease,ICD10_2010
A98.3,Marburg virus disease,ICD10_2010
A98.4,Ebola virus disease,ICD10_2010
A98.5,Haemorrhagic fever with renal syndrome,ICD10_2010
A98.8,Other specified viral haemorrhagic fevers,ICD10_2010
A99,Unspecified viral haemorrhagic fever,ICD10_2010
B00,Herpesviral [herpes simplex] infections,ICD10_2010
B00.0,Eczema herpeticum,ICD10_2010
B00.1,Herpesviral vesicular dermatitis,ICD10_2010
B00.2,Herpesviral gingivostomatitis and pharyngotonsillitis,ICD10_2010
B00.3,Herpesviral meningitis,ICD10_2010
B00.4,Herpesviral encephalitis,ICD10_2010
B00.5,Herpesviral ocular disease,ICD10_2010
B00.7,Disseminated herpesviral disease,ICD10_2010
B00.8,Other forms of herpesviral infection,ICD10_2010
B00.9,"Herpesviral infection, unspecified",ICD10_2010
B01,Varicella [chickenpox],ICD10_2010
B01.0,Varicella meningitis,ICD10_2010
B01.1,Varicella encephalitis,ICD10_2010
B01.2,Varicella pneumonia,ICD10_2010
B01.8,Varicella with other complications,ICD10_2010
B01.9,Varicella without complication,ICD10_2010
B02,Zoster [herpes zoster],ICD10_2010
B02.0,Zoster encephalitis,ICD10_2010
B02.1,Zoster meningitis,ICD10_2010
B02.2,Zoster with other nervous system involvement,ICD10_2010
B02.3,Zoster ocular disease,ICD10_2010
B02.7,Disseminated zoster,ICD10_2010
B02.8,Zoster with other complications,ICD10_2010
B02.9,Zoster without complication,ICD10_2010
B03,Smallpox,ICD10_2010
B04,Monkeypox,ICD10_2010
B05,Measles,ICD10_2010
B05.0,Measles complicated by encephalitis,ICD10_2010
B05.1,Measles complicated by meningitis,ICD10_2010
B05.2,Measles complicated by pneumonia,ICD10_2010
B05.3,Measles complicated by otitis media,ICD10_2010
B05.4,Measles with intestinal complications,ICD10_2010
B05.8,Measles with other complications,ICD10_2010
B05.9,Measles without complication,ICD10_2010
B06,Rubella [German measles],ICD10_2010
B06.0,Rubella with neurological complications,ICD10_2010
B06.8,Rubella with other complications,ICD10_2010
B06.9,Rubella without complication,ICD10_2010
B07,Viral warts,ICD10_2010
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",ICD10_2010
B08.0,Other orthopoxvirus infections,ICD10_2010
B08.1,Molluscum contagiosum,ICD10_2010
B08.2,Exanthema subitum [sixth disease],ICD10_2010
B08.3,Erythema infectiosum [fifth disease],ICD10_2010
B08.4,Enteroviral vesicular stomatitis with exanthem,ICD10_2010
B08.5,Enteroviral vesicular pharyngitis,ICD10_2010
B08.6,Exanthematic febrile disease (MEXICO),ICD10_2010
B08.8,Other specified viral infections characterized skin / mucous membrane lesions,ICD10_2010
B09,Unspecified viral infection characterized skin / mucous membrane lesions,ICD10_2010
B15,Acute hepatitis A,ICD10_2010
B15.0,Hepatitis a with hepatic coma,ICD10_2010
B15.9,Hepatitis a without hepatic coma,ICD10_2010
B16,Acute hepatitis B,ICD10_2010
B16.0,Acute hepatitis b with delta-agent (coinfection) with hepatitis coma,ICD10_2010
B16.1,Acute hepatitis b with delta-agent (coinfection) without hepatitis coma,ICD10_2010
B16.2,Acute hepatitis b without delta-agent with hepatic coma,ICD10_2010
B16.9,Acute hepatitis b without delta-agent and without hepatatitis coma,ICD10_2010
B17,Other acute viral hepatitis,ICD10_2010
B17.0,Acute delta-(super)infection of hepatitis b carrier,ICD10_2010
B17.1,Acute hepatitis c,ICD10_2010
B17.2,Acute hepatitis e,ICD10_2010
B17.8,Other specified acute viral hepatitis,ICD10_2010
B17.9,"Acute viral hepatitis, unspecified",ICD10_2010
