28,Hematologi,Protrombine Time (PT) kontrol,Hasil,Serum/Plasma,Quantitative,detik,,5901-4,Prothrombin time (PT) in Control Platelet poor plasma by Coagulation assay,Coagulation tissue factor induced,Time,Pt,PPP^Control,Qn,Coag,s,http://loinc.org
29,Hematologi,International Normalized Ratio (INR),Hasil,Serum/Plasma,Quantitative,,,38875-1,INR in Platelet poor plasma or blood by Coagulation assay,Coagulation tissue factor induced.INR,RelTime,Pt,PPP/Bld,Qn,Coag,{INR},http://loinc.org
30,Hematologi,Trombotest,Hasil,Serum/Plasma,Quantitative,,,34682-5,Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of factor V depleted plasma,Coagulation tissue factor induced.factor substitution^immediately after addition of factor V depleted plasma,Time,Pt,PPP,Qn,Coag,s,http://loinc.org
31,Hematologi,Fibrinogen,Permintaan & Hasil,Serum/Plasma,Quantitative,mg/dL,Coag,3255-7,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,Fibrinogen,MCnc,Pt,PPP,Qn,Coag,mg/dL,http://loinc.org
32,Hematologi,Fibrinogen,Permintaan & Hasil,Darah,Quantitative,mg/dL,Foto Optical,3255-7,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,Fibrinogen,MCnc,Pt,PPP,Qn,Coag,mg/dL,http://loinc.org
33,Hematologi,D-Dimer kualitatif,Permintaan & Hasil,Serum/Plasma,Ordinal,,,15179-5,Fibrin D-dimer [Presence] in Platelet poor plasma,Fibrin D-dimer,PrThr,Pt,PPP,Ord,,,http://loinc.org
34,Hematologi,D-Dimer kualitatif,Permintaan & Hasil,Serum/Plasma,Ordinal,,Latex agglutination,29280-5,Fibrin D-dimer [Presence] in Platelet poor plasma by Latex agglutination,Fibrin D-dimer,PrThr,Pt,PPP,Ord,LA,,http://loinc.org
35,Hematologi,D-Dimer kuantitatif,Permintaan & Hasil,Serum/Plasma,Quantitative,µg/L,,48066-5,Fibrin D-dimer DDU [Mass/volume] in Platelet poor plasma,Fibrin D-dimer DDU,MCnc,Pt,PPP,Qn,,ug/L{DDU},http://loinc.org
36,Hematologi,D-Dimer kuantitatif,Permintaan & Hasil,Serum/Plasma,Quantitative,µg/L,Latex enhanced immunoassay,48058-2,Fibrin D-dimer DDU [Mass/volume] in Platelet poor plasma by Immunoassay,Fibrin D-dimer DDU,MCnc,Pt,PPP,Qn,IA,ug/L{DDU},http://loinc.org
37,Hematologi,D-Dimer kuantitatif,Permintaan & Hasil,Serum/Plasma,Quantitative,µg/L,Fluorescence immunoassay,48058-2,Fibrin D-dimer DDU [Mass/volume] in Platelet poor plasma by Immunoassay,Fibrin D-dimer DDU,MCnc,Pt,PPP,Qn,IA,ug/L{DDU},http://loinc.org
38,Hematologi,Euglobulin clot lysis time,Permintaan & Hasil,Serum/Plasma,Quantitative,jam,,3244-1,Clot Lysis [Time] in Platelet poor plasma by Coagulation assay,Coagulum lysis,Time,Pt,PPP,Qn,Coag,min,http://loinc.org
39,Hematologi,Protein C,Permintaan & Hasil,Serum/Plasma,Quantitative,%,,27819-2,Protein C actual/normal in Platelet poor plasma by Coagulation assay,Protein C actual/Normal,RelTime,Pt,PPP,Qn,Coag,%,http://loinc.org
40,Hematologi,Protein C,Permintaan & Hasil,Serum/Plasma,Quantitative,%,Chromogenic,27818-4,Protein C actual/normal in Platelet poor plasma by Chromogenic method,Protein C actual/Normal,RelCCnc,Pt,PPP,Qn,Chromo,%,http://loinc.org
41,Hematologi,Protein C,Permintaan & Hasil,Serum/Plasma,Quantitative,%,Clot detection,27819-2,Protein C actual/normal in Platelet poor plasma by Coagulation assay,Protein C actual/Normal,RelTime,Pt,PPP,Qn,Coag,%,http://loinc.org
42,Hematologi,Protein C kontrol,Hasil,Serum/Plasma,Quantitative,,,X099083,Protein C kontrol,,,Pt,Ser/Plas,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
43,Hematologi,Protein S,Permintaan & Hasil,Serum/Plasma,Quantitative,%,,27822-6,Protein S actual/normal in Platelet poor plasma by Coagulation assay,Protein S actual/Normal,RelTime,Pt,PPP,Qn,Coag,%,http://loinc.org
44,Hematologi,Protein S,Hasil,Serum/Plasma,Quantitative,%,Chromogenic,31102-7,Protein S actual/normal in Platelet poor plasma by Chromogenic method,Protein S actual/Normal,RelCCnc,Pt,PPP,Qn,Chromo,%,http://loinc.org
45,Hematologi,Protein S,Permintaan & Hasil,Serum/Plasma,Quantitative,%,Clot detection,27822-6,Protein S actual/normal in Platelet poor plasma by Coagulation assay,Protein S actual/Normal,RelTime,Pt,PPP,Qn,Coag,%,http://loinc.org
46,Hematologi,Protein S kontrol,Hasil,Serum/Plasma,Quantitative,,,X099084,Protein S kontrol,,,Pt,Ser/Plas,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
47,Hematologi,Retraksi bekuan,Permintaan,Serum/Plasma,,,,X099085,Retraksi bekuan,,,Pt,Ser/Plas,,,,http://terminology.kemkes.go.id/CodeSystem/examination
48,Hematologi,Volume serum,Hasil,Serum/Plasma,Quantitative,,,X099086,Volume serum,,,Pt,Ser/Plas,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
49,Hematologi,Volume cairan bekuan,Permintaan & Hasil,Serum/Plasma,Quantitative,%,,49008-6,Clot Retraction [Volume Fraction] in Blood,Coagulum retraction,VFr,Pt,Bld,Qn,,%,http://loinc.org
50,Hematologi,Konsistensi bekuan,Hasil,Serum/Plasma,,,,X099087,Konsistensi bekuan,,,Pt,Ser/Plas,,,,http://terminology.kemkes.go.id/CodeSystem/examination
51,Hematologi,Waktu trombin serial,Permintaan,Serum/Plasma,,,,X099088,Waktu trombin serial,,,Pt,Ser/Plas,,,,http://terminology.kemkes.go.id/CodeSystem/examination
52,Hematologi,Waktu trombin 0 menit kontrol,Hasil,Serum/Plasma,Quantitative,detik,,5955-0,Thrombin time in Control Platelet poor plasma by Coagulation assay,Coagulation thrombin induced,Time,Pt,PPP^Control,Qn,Coag,s,http://loinc.org
53,Hematologi,Waktu trombin 0 menit pasien,Permintaan & Hasil,Serum/Plasma,Quantitative,detik,,3243-3,Thrombin time,Coagulation thrombin induced,Time,Pt,PPP,Qn,Coag,s,http://loinc.org
54,Hematologi,Waktu trombin 20 menit kontrol,Hasil,Serum/Plasma,Quantitative,detik,,X099089,Waktu trombin 20 menit kontrol,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
55,Hematologi,Waktu trombin 20 menit pasien,Hasil,Serum/Plasma,Quantitative,detik,,X099090,Waktu trombin 20 menit pasien,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
56,Hematologi,Waktu trombin 40 menit kontrol,Hasil,Serum/Plasma,Quantitative,detik,,X099091,Waktu trombin 40 menit kontrol,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
57,Hematologi,Waktu trombin 40 menit pasien,Hasil,Serum/Plasma,Quantitative,detik,,X099092,Waktu trombin 40 menit pasien,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
58,Hematologi,Waktu trombin 60 menit kontrol,Hasil,Serum/Plasma,Quantitative,detik,,X099093,Waktu trombin 60 menit kontrol,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
59,Hematologi,Waktu trombin 60 menit pasien,Hasil,Serum/Plasma,Quantitative,detik,,X099094,Waktu trombin 60 menit pasien,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
60,Hematologi,Thromboplastin generation test,Permintaan,Serum/Plasma,,,,97915-3,Thrombin generation test panel - Platelet poor plasma,Thrombin generation test panel,-,Pt,PPP,-,,,http://loinc.org
61,Hematologi,Thromboplastin generation test,Hasil,Serum/Plasma,Quantitative,nmol.min/L,Chromogenic,97910-4,Endogenous thrombin potential [Area under the curve] in Platelet poor plasma by Chromogenic method,Endogenous thrombin potential,TmSCnc,Pt,PPP,Qn,Chromo,nmol.min/L,http://loinc.org
62,Hematologi,Thromboplastin generation test,Permintaan & Hasil,Serum/Plasma,Quantitative,nmol.min/L,Chromogenic,97911-2,Endogenous thrombin potential [Area under the curve] in Platelet poor plasma by Chromogenic method --after addition of factor VIII Ab,Endogenous thrombin potential^after addition of Factor VIII Ab,TmSCnc,Pt,PPP,Qn,Chromo,nmol.min/L,http://loinc.org
63,Hematologi,Thromboplastin generation test,Hasil,Serum/Plasma,Quantitative,nmol,Chromogenic,97912-0,Thrombin peak [Molar amount] in Platelet poor plasma by Chromogenic method,Thrombin peak,Sub,Pt,PPP,Qn,Chromo,nmol,http://loinc.org
64,Hematologi,Thromboplastin generation test,Hasil,Serum/Plasma,Quantitative,nmol,Chromogenic,97913-8,Thrombin peak [Molar amount] in Platelet poor plasma by Chromogenic method --after addition of factor VIII Ab,Thrombin peak^after addition of Factor VIII Ab,Sub,Pt,PPP,Qn,Chromo,nmol,http://loinc.org
65,Hematologi,Thromboplastin generation test,Permintaan & Hasil,Serum/Plasma,Quantitative,min,Chromogenic,97914-6,Time to thrombin peak in Platelet poor plasma by Chromogenic method,Time to thrombin peak,Time,Pt,PPP,Qn,Chromo,min,http://loinc.org
66,Hematologi,Waktu thrombin (TT),Permintaan & Hasil,Serum/Plasma,Quantitative,detik,,3243-3,Thrombin time,Coagulation thrombin induced,Time,Pt,PPP,Qn,Coag,s,http://loinc.org
67,Hematologi,Waktu thrombin (TT),Permintaan & Hasil,Plasma,Quantitative,detik,Semiautomatic,3243-3,Thrombin time,Coagulation thrombin induced,Time,Pt,PPP,Qn,Coag,s,http://loinc.org
68,Hematologi,Tes fungsi trombosit P2Y12 Result,Permintaan & Hasil,Serum/Plasma,Quantitative,PRU,,49010-2,Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma,Platelet aggregation.adenosine diphosphate induced,ACnc,Pt,PRP,Qn,,[arb'U],http://loinc.org
69,Hematologi,Tes fungsi trombosit P2Y12 Base,Hasil,Serum/Plasma,Quantitative,PRU,,X099095,Tes fungsi trombosit P2Y12 Base,,,Pt,Ser/Plas,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
70,Hematologi,Tes fungsi trombosit P2Y12 Inhibition,Hasil,Serum/Plasma,Quantitative,%,,5992-3,Platelet aggregation ADP induced in Platelet rich plasma,Platelet aggregation.adenosine diphosphate induced,RelACnc,Pt,PRP,Qn,,%,http://loinc.org
71,Hematologi,Fungsi trombosit aspirin,Permintaan & Hasil,Serum/Plasma,Quantitative,U,,49011-0,Platelet aggregation arachidonate induced [Units/volume] in Platelet rich plasma,Platelet aggregation.arachidonate induced,ACnc,Pt,PRP,Qn,,[arb'U],http://loinc.org
72,Hematologi,Immunophenotyping leukemia,Permintaan,Darah,,,,X099096,Immunophenotyping leukemia,,,Pt,Bld,,,,http://terminology.kemkes.go.id/CodeSystem/examination
73,Hematologi,Immunophenotyping Leukemia,Hasil,Darah,Narrative,,,49493-0,Leukemia markers [Interpretation] in Blood Narrative,Leukemia markers,Imp,Pt,Bld,Nar,,,http://loinc.org
74,Hematologi,Immunophenotyping leukemia akut,Permintaan,Darah,,,,X099097,Immunophenotyping leukemia akut,,,Pt,Bld,,,,http://terminology.kemkes.go.id/CodeSystem/examination
75,Hematologi,Immunophenotyping leukemia akut,Hasil,Darah,Narrative,,,45267-2,Acute leukemia markers [Interpretation] in Specimen Narrative,Acute leukemia markers,Imp,Pt,XXX,Nar,,,http://loinc.org
76,Hematologi,Immunophenotyping leukemia kronis,Permintaan,Darah,,,,X099098,Immunophenotyping leukemia kronis,,,Pt,Bld,,,,http://terminology.kemkes.go.id/CodeSystem/examination
77,Hematologi,Immunophenotyping leukemia kronis,Hasil,Darah,Narrative,,,45266-4,Chronic leukemia markers [Interpretation] in Specimen Narrative,Chronic leukemia markers,Imp,Pt,XXX,Nar,,,http://loinc.org
78,Hematologi,Gambaran sumsum tulang,Permintaan,Sumsum tulang,,,,47286-0,Differential panel - Bone marrow,Differential panel,-,Pt,Bone mar,Qn,,,http://loinc.org
79,Hematologi,Kepadatan Sel :,Hasil,Sumsum tulang,Nominal,,,74232-0,Cellularity assessment in Bone marrow Narrative,Cellularity assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
80,Hematologi,Sel lemak,Hasil,Sumsum tulang,Ordinal,,,X099099,Sel lemak,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
81,Hematologi,Trombopoesis,Hasil,Sumsum tulang,Narrative,,,74229-6,Megakaryopoiesis assessment in Bone marrow Narrative,Megakaryopoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
82,Hematologi,Jumlah megakariosit sumsum tulang,Hasil,Sumsum tulang,Ordinal,,Mikroskopis,40688-4,Megakaryocytes [Presence] in Bone marrow by Microscopy,Megakaryocytes,PrThr,Pt,Bone mar,Ord,Microscopy,,http://loinc.org
83,Hematologi,Megakariosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11110-4,Megakaryocytes/100 cells in Bone marrow by Manual count,Megakaryocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
84,Hematologi,Bentuk abnormal,Hasil,Sumsum tulang,Narrative,,,74229-6,Megakaryopoiesis assessment in Bone marrow Narrative,Megakaryopoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
85,Hematologi,Pembentukan trombosit,Hasil,Sumsum tulang,Narrative,,,74229-6,Megakaryopoiesis assessment in Bone marrow Narrative,Megakaryopoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
86,Hematologi,Granulopoiesis,Hasil,Sumsum tulang,Narrative,,,74228-8,Myelopoiesis assessment in Bone marrow Narrative,Myelopoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
87,Hematologi,Hitung jenis sumsum tulang,Permintaan,Sumsum tulang,Quantitative,,,47286-0,Differential panel - Bone marrow,Differential panel,-,Pt,Bone mar,Qn,,,http://loinc.org
88,Hematologi,Sel blas sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,,11150-0,Blasts/100 cells in Bone marrow,Blasts/100 cells,NFr,Pt,Bone mar,Qn,,%,http://loinc.org
89,Hematologi,Promielosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11120-3,Promyelocytes/100 cells in Bone marrow by Manual count,Promyelocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
90,Hematologi,Mielosit sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11114-6,Myelocytes/100 cells in Bone marrow by Manual count,Myelocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
91,Hematologi,Metamielosit sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11111-2,Metamyelocytes/100 cells in Bone marrow by Manual count,Metamyelocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
92,Hematologi,Neutrofil batang sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11103-9,Band form neutrophils/100 cells in Bone marrow by Manual count,Neutrophils.band form/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
93,Hematologi,Neutrofil,Hasil,Sumsum tulang,Quantitative,%,Manual count,11115-3,Neutrophils/100 cells in Bone marrow by Manual count,Neutrophils/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
94,Hematologi,Basofil sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11105-4,Basophils/100 cells in Bone marrow by Manual count,Basophils/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
95,Hematologi,Eosinofil sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11106-2,Eosinophils/100 cells in Bone marrow by Manual count,Eosinophils/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
96,Hematologi,Monosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11112-0,Monocytes/100 cells in Bone marrow by Manual count,Monocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
97,Hematologi,Promonosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11122-9,Promonocytes/100 cells in Bone marrow by Manual count,Promonocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
98,Hematologi,Limfosit sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11108-8,Lymphocytes/100 cells in Bone marrow by Manual count,Lymphocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
99,Hematologi,Plasmosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11118-7,Plasma cells/100 cells in Bone marrow by Manual count,Plasma cells/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
100,Hematologi,Histiosit,Hasil,Sumsum tulang,Quantitative,%,,74453-2,Histiocytes/100 cells in Bone marrow,Histiocytes/100 cells,NFr,Pt,Bone mar,Qn,,%,http://loinc.org
101,Hematologi,Rubriblas/Pronormosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11124-5,Pronormoblasts/100 cells in Bone marrow by Manual count,Pronormoblasts/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
102,Hematologi,Prorubrisit/Normoblas basofilik,Hasil,Sumsum tulang,Quantitative,%,Manual count,11104-7,Normoblasts Basophilic/100 cells in Bone marrow by Manual count,Normoblasts.basophilic/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
103,Hematologi,Rubrisit/Normoblas polikromatofilik,Hasil,Sumsum tulang,Quantitative,%,Manual count,11119-5,Normoblasts Polychromatophilic/100 cells in Bone marrow by Manual count,Normoblasts.polychromatophilic/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
104,Hematologi,Metarubrisit/Normoblas ortokromik,Hasil,Sumsum tulang,Quantitative,%,Manual count,11116-1,Normoblasts Orthochromic/100 cells in Bone marrow by Manual count,Normoblasts.orthochromic/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
105,Hematologi,Rasio myeloid-eritroid (M:E Ratio),Hasil,Sumsum tulang,Quantitative,%,,11138-5,Myeloid cells/Erythroid cells [# Ratio] in Bone marrow,Myeloid cells/Erythroid cells,NRto,Pt,Bone mar,Qn,,%,http://loinc.org
106,Hematologi,Megaloblas,Hasil,Sumsum tulang,Quantitative,%,,52127-8,Megaloblasts/100 cells in Bone marrow,Megaloblasts/100 cells,NFr,Pt,Bone mar,Qn,,%,http://loinc.org
107,Hematologi,Eritrosit berinti,Hasil,Sumsum tulang,Quantitative,%,Manual count,42215-4,Nucleated erythrocytes/100 cells in Bone marrow by Manual count,Erythrocytes.nucleated/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
108,Hematologi,Eritropoiesis,Hasil,Sumsum tulang,Narrative,,,74231-2,Erythropoiesis assessment in Bone marrow Narrative,Erythropoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
109,Hematologi,Kelainan morfologi eritrosit,Hasil,Sumsum tulang,Nominal,,,11127-8,Erythrocytes [Morphology] in Bone marrow,Erythrocytes,Morph,Pt,Bone mar,Nom,,,http://loinc.org
110,Hematologi,Giant metamielosit,Hasil,Sumsum tulang,Ordinal,,,X099100,Giant metamielosit,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
111,Hematologi,Giant stab,Hasil,Sumsum tulang,Ordinal,,,X099101,Giant stab,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
112,Hematologi,Hipersegmentasi (> 6),Hasil,Sumsum tulang,Ordinal,,,X099102,Hipersegmentasi (> 6),,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
113,Hematologi,Hipogranulasi,Hasil,Sumsum tulang,Ordinal,,,X099103,Hipogranulasi,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
114,Hematologi,Vakuolisasi,Hasil,Sumsum tulang,Ordinal,,,X099104,Vakuolisasi,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
115,Hematologi,Anomali Pelger-Huest,Hasil,Sumsum tulang,Ordinal,,,X099105,Anomali Pelger-Huest,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
116,Hematologi,Karioreksis,Hasil,Sumsum tulang,Ordinal,,,X099106,Karioreksis,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
117,Hematologi,Sel mitosis,Hasil,Sumsum tulang,Ordinal,,,X099107,Sel mitosis,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
118,Hematologi,Sel tak dikenal,Hasil,Sumsum tulang,Ordinal,,,X099108,Sel tak dikenal,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
119,Hematologi,Limfosit Abnormal,Hasil,Sumsum tulang,Ordinal,,,X099109,Limfosit Abnormal,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
