01.18,Other diagnostic procedures on brain and cerebral meninges,ICD9CM_2010
01.19,Other diagnostic procedures on skull,ICD9CM_2010
01.2,Craniotomy and craniectomy,ICD9CM_2010
01.21,Incision and drainage of cranial sinus,ICD9CM_2010
01.22,Removal of intracranial neurostimulator,ICD9CM_2010
01.23,Reopening of craniotomy site,ICD9CM_2010
01.24,Other craniotomy,ICD9CM_2010
01.25,Other craniectomy,ICD9CM_2010
01.26,Insertion of catheter(s)into cranial cavity or tissue,ICD9CM_2010
01.27,Removal of catheter(s) from cranial cavity or tissue,ICD9CM_2010
01.28,Placement of intracerebelar catheter(s) via burr hole(s),ICD9CM_2010
01.3,Incision of brain and cerebral meninges,ICD9CM_2010
01.31,Incision of cerebral meninges,ICD9CM_2010
01.32,Lobotomy and tractotomy,ICD9CM_2010
01.39,Other incision of brain,ICD9CM_2010
01.4,Operations on thalamus and globus pallidus,ICD9CM_2010
01.41,Operations on thalamus,ICD9CM_2010
01.42,Operations on globus pallidus,ICD9CM_2010
01.5,Other excision or destruction of brain and meninges,ICD9CM_2010
01.51,Excision of lesion or tissue of cerebral meninges,ICD9CM_2010
01.52,Hemispherectomy,ICD9CM_2010
01.53,Lobectomy of brain,ICD9CM_2010
01.59,Other excision or destruction of lesion or tissue of brain,ICD9CM_2010
01.6,Excision of lesion of skull,ICD9CM_2010
02,"Other operations on skull, brain, and cerebral meninges",ICD9CM_2010
02.0,Cranioplasty,ICD9CM_2010
02.01,Opening of cranial suture,ICD9CM_2010
02.02,Elevation of skull fracture fragments,ICD9CM_2010
02.03,Formation of cranial bone flap,ICD9CM_2010
02.04,Bone graft to skull,ICD9CM_2010
02.05,Insertion of skull plate,ICD9CM_2010
02.06,Other cranial osteoplasty,ICD9CM_2010
02.07,Removal of skull plate,ICD9CM_2010
02.1,Repair of cerebral meninges,ICD9CM_2010
02.11,Simple suture of dura mater of brain,ICD9CM_2010
02.12,Other repair of cerebral meninges,ICD9CM_2010
02.13,Ligation of meningeal vessel,ICD9CM_2010
02.14,Choroid plexectomy,ICD9CM_2010
02.2,Ventriculostomy,ICD9CM_2010
02.3,Extracranial ventricular shunt,ICD9CM_2010
02.31,Ventricular shunt to structure in head and neck,ICD9CM_2010
02.32,Ventricular shunt to circulatory system,ICD9CM_2010
02.33,Ventricular shunt to thoracic cavity,ICD9CM_2010
02.34,Ventricular shunt to abdominal cavity and organs,ICD9CM_2010
02.35,Ventricular shunt to urinary system,ICD9CM_2010
02.39,Other operations to establish drainage of ventricle,ICD9CM_2010
02.4,"Revision, removal, and irrigation of ventricular shunt",ICD9CM_2010
02.41,Irrigation of ventricular shunt,ICD9CM_2010
02.42,Replacement of ventricular shunt,ICD9CM_2010
02.43,Removal of ventricular shunt,ICD9CM_2010
02.9,"Other operations on skull, brain, and cerebral meninges",ICD9CM_2010
02.91,Lysis of cortical adhesions,ICD9CM_2010
02.92,Repair of brain,ICD9CM_2010
02.93,Implantation of intracranial neurostimulator,ICD9CM_2010
02.94,Insertion or replacement of skull tongs or halo traction device,ICD9CM_2010
02.95,Removal of skull tongs or halo traction device,ICD9CM_2010
02.96,Insertion of sphenoid electrodes,ICD9CM_2010
02.99,"Other operations on skull, brain, and cerebral meninges",ICD9CM_2010
03,Operations on spinal cord and spinal canal structures,ICD9CM_2010
03.0,Exploration and decompression of spinal canal structures,ICD9CM_2010
03.01,Removal of foreign body from spinal canal,ICD9CM_2010
03.02,Reopening of laminectomy site,ICD9CM_2010
03.09,Other exploration and decompression of spinal canal,ICD9CM_2010
03.1,Division of intraspinal nerve root,ICD9CM_2010
03.2,Chordotomy,ICD9CM_2010
03.21,Percutaneous chordotomy,ICD9CM_2010
03.29,Other chordotomy,ICD9CM_2010
03.3,Diagnostic procedures on spinal cord and spinal canal structures,ICD9CM_2010
03.31,Spinal tap,ICD9CM_2010
03.32,Biopsy of spinal cord or spinal meninges,ICD9CM_2010
03.39,Other diagnostic procedures on spinal cord and spinal canal structur,ICD9CM_2010
03.4,Excision or destruction of lesion of spinal cord or spinal meninges,ICD9CM_2010
03.5,Plastic operations on spinal cord structures,ICD9CM_2010
03.51,Repair of spinal meningocele,ICD9CM_2010
03.52,Repair of spinal myelomeningocele,ICD9CM_2010
03.53,Repair of vertebral fracture,ICD9CM_2010
03.59,Other repair and plastic operations on spinal cord structures,ICD9CM_2010
03.6,Lysis of adhesions of spinal cord and nerve roots,ICD9CM_2010
03.7,Shunt of spinal theca,ICD9CM_2010
03.71,Spinal subarachnoid-peritoneal shunt,ICD9CM_2010
03.72,Spinal subarachnoid-ureteral shunt,ICD9CM_2010
03.79,Other shunt of spinal theca,ICD9CM_2010
03.8,Injection of destructive agent into spinal canal,ICD9CM_2010
03.9,Other operations on spinal cord and spinal canal structures,ICD9CM_2010
03.90,Insertion of catheter into spinal canal for infusion of therapeutic,ICD9CM_2010
03.91,Injection of anesthetic into spinal canal for analgesia,ICD9CM_2010
03.92,Injection of other agent into spinal canal,ICD9CM_2010
03.93,Implantation or replacement of spinal neurostimulator lead(s),ICD9CM_2010
03.94,Removal of spinal neurostimulator lead(s),ICD9CM_2010
03.95,Spinal blood patch,ICD9CM_2010
03.96,Percutaneous denervation of facet,ICD9CM_2010
03.97,Revision of spinal thecal shunt,ICD9CM_2010
03.98,Removal of spinal thecal shunt,ICD9CM_2010
03.99,Other operations on spinal cord and spinal canal structures,ICD9CM_2010
04,Operations on cranial and peripheral nerves,ICD9CM_2010
04.0,"Incision, division, and excision of cranial and peripheral nerves",ICD9CM_2010
04.01,Excision of acoustic neuroma,ICD9CM_2010
04.02,Division of trigeminal nerve,ICD9CM_2010
04.03,Division or crushing of other cranial and peripheral nerves,ICD9CM_2010
04.04,Other incision of cranial and peripheral nerves,ICD9CM_2010
04.05,Gasserian ganglionectomy,ICD9CM_2010
04.06,Other cranial or peripheral ganglionectomy,ICD9CM_2010
04.07,Other excision or avulsion of cranial and peripheral nerves,ICD9CM_2010
04.1,Diagnostic procedures on peripheral nervous system,ICD9CM_2010
04.11,Closed (percutaneous) (needle) biopsy of cranial or peripheral nerve or ganglion,ICD9CM_2010
04.12,Open biopsy of cranial or peripheral nerve or ganglion,ICD9CM_2010
04.19,Other diagnostic procedures on cranial and peripheral nerves and ganglia,ICD9CM_2010
04.2,Destruction of cranial and peripheral nerves,ICD9CM_2010
04.3,Suture of cranial and peripheral nerves,ICD9CM_2010
04.4,Lysis of adhesions and decompression of cranial and peripheral nerve,ICD9CM_2010
04.41,Decompression of trigeminal nerve root,ICD9CM_2010
04.42,Other cranial nerve decompression,ICD9CM_2010
04.43,Release of carpal tunnel,ICD9CM_2010
04.44,Release of tarsal tunnel,ICD9CM_2010
04.49,Other peripheral nerve or ganglion decompression or lysis of adhesions,ICD9CM_2010
04.5,Cranial or peripheral nerve graft,ICD9CM_2010
04.6,Transposition of cranial and peripheral nerves,ICD9CM_2010
04.7,Other cranial or peripheral neuroplasty,ICD9CM_2010
04.71,Hypoglossal-facial anastomosis,ICD9CM_2010
04.72,Accessory-facial anastomosis,ICD9CM_2010
04.73,Accessory-hypoglossal anastomosis,ICD9CM_2010
04.74,Other anastomosis of cranial or peripheral nerve,ICD9CM_2010
04.75,Revision of previous repair of cranial and peripheral nerves,ICD9CM_2010
04.76,Repair of old traumatic injury of cranial and peripheral nerves,ICD9CM_2010
04.79,Other neuroplasty,ICD9CM_2010
04.8,Injection into peripheral nerve,ICD9CM_2010
04.80,"Peripheral nerve injection, not otherwise specified",ICD9CM_2010
04.81,Injection of anesthetic into peripheral nerve for analgesia,ICD9CM_2010
04.89,"Injection of other agent, except neurolytic",ICD9CM_2010
04.9,Other operations on cranial and peripheral nerves,ICD9CM_2010
04.91,Neurectasis,ICD9CM_2010
04.92,Implantation or replacement of peripheral neurostimulator lead(s),ICD9CM_2010
04.93,Removal of peripheral neurostimulator lead(s),ICD9CM_2010
04.99,Other operations on cranial and peripheral nerves,ICD9CM_2010
05,Operations on sympathetic nerves or ganglia,ICD9CM_2010
05.0,Division of sympathetic nerve or ganglion,ICD9CM_2010
05.1,Diagnostic procedures on sympathetic nerves or ganglia,ICD9CM_2010
05.11,Biopsy of sympathetic nerve or ganglion,ICD9CM_2010
05.19,Other diagnostic procedures on sympathetic nerves or ganglia,ICD9CM_2010
05.2,Sympathectomy,ICD9CM_2010
05.21,Sphenopalatine ganglionectomy,ICD9CM_2010
05.22,Cervical sympathectomy,ICD9CM_2010
05.23,Lumbar sympathectomy,ICD9CM_2010
05.24,Presacral sympathectomy,ICD9CM_2010
05.25,Periarterial sympathectomy,ICD9CM_2010
05.29,Other sympathectomy and ganglionectomy,ICD9CM_2010
05.3,Injection into sympathetic nerve or ganglion,ICD9CM_2010
05.31,Injection of anesthetic into sympathetic nerve for analgesia,ICD9CM_2010
05.32,Injection of neurolytic agent into sympathetic nerve,ICD9CM_2010
05.39,Other injection into sympathetic nerve or ganglion,ICD9CM_2010
05.8,Other operations on sympathetic nerves or ganglia,ICD9CM_2010
05.81,Repair of sympathetic nerve or ganglion,ICD9CM_2010
05.89,Other operations on sympathetic nerves or ganglia,ICD9CM_2010
05.9,Other operations on nervous system,ICD9CM_2010
06,Operations on thyroid and parathyroid glands,ICD9CM_2010
06.0,Incision of thyroid field,ICD9CM_2010
06.01,Aspiration of thyroid field,ICD9CM_2010
06.02,Reopening of wound of thyroid field,ICD9CM_2010
06.09,Other incision of thyroid field,ICD9CM_2010
06.1,Diagnostic procedures on thyroid and parathyroid glands,ICD9CM_2010
06.11,Closed (percutaneous) (needle) biopsy of thyroid gland,ICD9CM_2010
06.12,Open biopsy of thyroid gland,ICD9CM_2010
06.13,Biopsy of parathyroid gland,ICD9CM_2010
06.19,Other diagnostic procedures on thyroid and parathyroid glands,ICD9CM_2010
06.2,Unilateral thyroid lobectomy,ICD9CM_2010
06.3,Other partial thyroidectomy,ICD9CM_2010
06.31,Excision of lesion of thyroid,ICD9CM_2010
06.39,Other partial thyroidectomy,ICD9CM_2010
06.4,Complete thyroidectomy,ICD9CM_2010
06.5,Substernal thyroidectomy,ICD9CM_2010
06.50,"Substernal thyroidectomy, not otherwise specified",ICD9CM_2010
06.51,Partial substernal thyroidectomy,ICD9CM_2010
06.52,Complete substernal thyroidectomy,ICD9CM_2010
06.6,Excision of lingual thyroid,ICD9CM_2010
06.7,Excision of thyroglossal duct or tract,ICD9CM_2010
06.8,Parathyroidectomy,ICD9CM_2010
06.81,Complete parathyroidectomy,ICD9CM_2010
06.89,Other parathyroidectomy,ICD9CM_2010
06.9,Other operations on thyroid (region) and parathyroid,ICD9CM_2010
06.91,Division of thyroid isthmus,ICD9CM_2010
06.92,Ligation of thyroid vessels,ICD9CM_2010
06.93,Suture of thyroid gland,ICD9CM_2010
06.94,Thyroid tissue reimplantation,ICD9CM_2010
06.95,Parathyroid tissue reimplantation,ICD9CM_2010
06.98,Other operations on thyroid glands,ICD9CM_2010
06.99,Other operations on parathyroid glands,ICD9CM_2010
07,Operations on other endocrine glands,ICD9CM_2010
07.0,Exploration of adrenal field,ICD9CM_2010
07.00,"Exploration of adrenal field, not otherwise specified",ICD9CM_2010
07.01,Unilateral exploration of adrenal field,ICD9CM_2010
07.02,Bilateral exploration of adrenal field,ICD9CM_2010
07.1,"Diagnostic procedures on adrenal glands, pituitary gland, pineal gla",ICD9CM_2010
07.11,Closed (percutaneous) (needle) biopsy of adrenal gland,ICD9CM_2010
07.12,Open biopsy of adrenal gland,ICD9CM_2010
07.13,"Biopsy of pituitary gland, transfrontal approach",ICD9CM_2010
07.14,"Biopsy of pituitary gland, transsphenoidal approach",ICD9CM_2010
07.15,"Biopsy of pituitary gland, unspecified approach",ICD9CM_2010
07.16,Biopsy of thymus,ICD9CM_2010
07.17,Biopsy of pineal gland,ICD9CM_2010
07.19,"Other diagnostic procedures on adrenal glands, pituitary gland, pineal and thymus",ICD9CM_2010
07.2,Partial adrenalectomy,ICD9CM_2010
07.21,Excision of lesion of adrenal gland,ICD9CM_2010
07.22,Unilateral adrenalectomy,ICD9CM_2010
07.29,Other partial adrenalectomy,ICD9CM_2010
07.3,Bilateral adrenalectomy,ICD9CM_2010
07.4,"Other operations on adrenal glands, nerves, and vessels",ICD9CM_2010
07.41,Incision of adrenal gland,ICD9CM_2010
07.42,Division of nerves to adrenal glands,ICD9CM_2010
07.43,Ligation of adrenal vessels,ICD9CM_2010
07.44,Repair of adrenal gland,ICD9CM_2010
07.45,Reimplantation of adrenal tissue,ICD9CM_2010
07.49,"Other operations on adrenal glands, nerves, and vessels",ICD9CM_2010
07.5,Operations on pineal gland,ICD9CM_2010
07.51,Exploration of pineal field,ICD9CM_2010
07.52,Incision of pineal gland,ICD9CM_2010
07.53,Partial excision of pineal gland,ICD9CM_2010
07.54,Total excision of pineal gland,ICD9CM_2010
07.59,Other operations on pineal gland,ICD9CM_2010
07.6,Hypophysectomy,ICD9CM_2010
07.61,"Partial excision of pituitary gland, transfrontal approach",ICD9CM_2010
07.62,"Partial excision of pituitary gland, transsphenoidal approach",ICD9CM_2010
07.63,"Partial excision of pituitary gland, unspecified approach",ICD9CM_2010
07.64,"Total excision of pituitary gland, transfrontal approach",ICD9CM_2010
07.65,"Total excision of pituitary gland, transsphenoidal approach",ICD9CM_2010
07.68,"Total excision of pituitary gland, other specified approach",ICD9CM_2010
07.69,"Total excision of pituitary gland, unspecified approach",ICD9CM_2010
07.7,Other operations on hypophysis,ICD9CM_2010
07.71,Exploration of pituitary fossa,ICD9CM_2010
07.72,Incision of pituitary gland,ICD9CM_2010
07.79,Other operations on hypophysis,ICD9CM_2010
07.8,Thymectomy,ICD9CM_2010
07.80,"Thymectomy, not otherwise specified",ICD9CM_2010
07.81,Partial excision of thymus,ICD9CM_2010
07.82,Total excision of thymus,ICD9CM_2010
07.83,Thoracoscopic partial excision of thymus,ICD9CM_2010
07.84,Thoracoscopic total excision of thymus,ICD9CM_2010
07.9,Other operations on thymus,ICD9CM_2010
07.91,Exploration of thymus field,ICD9CM_2010
07.92,Incision of thymus,ICD9CM_2010
07.93,Repair of thymus,ICD9CM_2010
07.94,Transplantation of thymus,ICD9CM_2010
07.95,Thoracoscopic incision of thymus,ICD9CM_2010
07.98,Other and unspecified thoracoscopic operations on thymus,ICD9CM_2010
07.99,Other and unspecified operations on thymus,ICD9CM_2010
08,Operations on eyelids,ICD9CM_2010
08.0,Incision of eyelid,ICD9CM_2010
08.01,Incision of lid margin,ICD9CM_2010
08.02,Severing of blepharorrhaphy,ICD9CM_2010
08.09,Other incision of eyelid,ICD9CM_2010
08.1,Diagnostic procedures on eyelid,ICD9CM_2010
08.11,Biopsy of eyelid,ICD9CM_2010
08.19,Other diagnostic procedures on eyelid,ICD9CM_2010
08.2,Excision or destruction of lesion or tissue of eyelid,ICD9CM_2010
08.20,"Removal of lesion of eyelid, not otherwise specified",ICD9CM_2010
08.21,Excision of chalazion,ICD9CM_2010
08.22,Excision of other minor lesion of eyelid,ICD9CM_2010
08.23,"Excision of major lesion of eyelid, partial-thickness",ICD9CM_2010
08.24,"Excision of major lesion of eyelid, full-thickness",ICD9CM_2010
08.25,Destruction of lesion of eyelid,ICD9CM_2010
08.3,Repair of blepharoptosis and lid retraction,ICD9CM_2010
08.31,Repair of blepharoptosis by frontalis muscle technique with suture,ICD9CM_2010
08.32,Repair of blepharoptosis by frontalis muscle technique with fascial,ICD9CM_2010
08.33,Repair of blepharoptosis by resection or advancement of levator musc,ICD9CM_2010
08.34,Repair of blepharoptosis by other levator muscle techniques,ICD9CM_2010
08.35,Repair of blepharoptosis by tarsal technique,ICD9CM_2010
08.36,Repair of blepharoptosis by other techniques,ICD9CM_2010
08.37,Reduction of overcorrection of ptosis,ICD9CM_2010
08.38,Correction of lid retraction,ICD9CM_2010
08.4,Repair of entropion or ectropion,ICD9CM_2010
08.41,Repair of entropion or ectropion by thermocauterization,ICD9CM_2010
08.42,Repair of entropion or ectropion by suture technique,ICD9CM_2010
08.43,Repair of entropion or ectropion with wedge resection,ICD9CM_2010
08.44,Repair of entropion or ectropion with lid reconstruction,ICD9CM_2010
08.49,Other repair of entropion or ectropion,ICD9CM_2010
08.5,Other adjustment of lid position,ICD9CM_2010
08.51,Canthotomy,ICD9CM_2010
08.52,Blepharorrhaphy,ICD9CM_2010
08.59,Other adjustment of lid position,ICD9CM_2010
08.6,Reconstruction of eyelid with flaps or grafts,ICD9CM_2010
08.61,Reconstruction of eyelid with skin flap or graft,ICD9CM_2010
08.62,Reconstruction of eyelid with mucous membrane flap or graft,ICD9CM_2010
08.63,Reconstruction of eyelid with hair follicle graft,ICD9CM_2010
08.64,Reconstruction of eyelid with tarsoconjunctival flap,ICD9CM_2010
08.69,Other reconstruction of eyelid with flaps or grafts,ICD9CM_2010
08.7,Other reconstruction of eyelid,ICD9CM_2010
08.70,"Reconstruction of eyelid, not otherwise specified",ICD9CM_2010
08.71,"Reconstruction of eyelid involving lid margin, partial- thickness",ICD9CM_2010
08.72,"Other reconstruction of eyelid, partial-thickness",ICD9CM_2010
08.73,"Reconstruction of eyelid involving lid margin, full-thickness",ICD9CM_2010
08.74,"Other reconstruction of eyelid, full-thickness",ICD9CM_2010
08.8,Other repair of eyelid,ICD9CM_2010
08.81,Linear repair of laceration of eyelid or eyebrow,ICD9CM_2010
08.82,"Repair of laceration involving lid margin, partial-thickness",ICD9CM_2010
08.83,"Other repair of laceration of eyelid, partial-thickness",ICD9CM_2010
08.84,"Repair of laceration of eyelid involving lid margin, full-thickness",ICD9CM_2010
08.85,"Other repair of laceration of eyelid, full-thickness",ICD9CM_2010
08.86,Lower eyelid rhytidectomy,ICD9CM_2010
08.87,Upper eyelid rhytidectomy,ICD9CM_2010
08.89,Other eyelid repair,ICD9CM_2010
08.9,Other operations on eyelids,ICD9CM_2010
08.91,Electrosurgical epilation of eyelid,ICD9CM_2010
08.92,Cryosurgical epilation of eyelid,ICD9CM_2010
08.93,Other epilation of eyelid,ICD9CM_2010
08.99,Other operations on eyelids,ICD9CM_2010
09,Operations on lacrimal system,ICD9CM_2010
09.0,Incision of lacrimal gland,ICD9CM_2010
09.1,Diagnostic procedures on lacrimal system,ICD9CM_2010
09.11,Biopsy of lacrimal gland,ICD9CM_2010
09.12,Biopsy of lacrimal sac,ICD9CM_2010
09.19,Other diagnostic procedures on lacrimal system,ICD9CM_2010
09.2,Excision of lesion or tissue of lacrimal gland,ICD9CM_2010
09.20,"Excision of lacrimal gland, not otherwise specified",ICD9CM_2010
09.21,Excision of lesion of lacrimal gland,ICD9CM_2010
09.22,Other partial dacryoadenectomy,ICD9CM_2010
09.23,Total dacryoadenectomy,ICD9CM_2010
09.3,Other operations on lacrimal gland,ICD9CM_2010
09.4,Manipulation of lacrimal passage,ICD9CM_2010
09.41,Probing of lacrimal punctum,ICD9CM_2010
09.42,Probing of lacrimal canaliculi,ICD9CM_2010
09.43,Probing of nasolacrimal duct,ICD9CM_2010
09.44,Intubation of nasolacrimal duct,ICD9CM_2010
09.49,Other manipulation of lacrimal passage,ICD9CM_2010
09.5,Incision of lacrimal sac and passages,ICD9CM_2010
09.51,Incision of lacrimal punctum,ICD9CM_2010
09.52,Incision of lacrimal canaliculi,ICD9CM_2010
09.53,Incision of lacrimal sac,ICD9CM_2010
09.59,Other incision of lacrimal passages,ICD9CM_2010
09.6,Excision of lacrimal sac and passage,ICD9CM_2010
09.7,Repair of canaliculus and punctum,ICD9CM_2010
09.71,Correction of everted punctum,ICD9CM_2010
09.72,Other repair of punctum,ICD9CM_2010
09.73,Repair of canaliculus,ICD9CM_2010
09.8,Fistulization of lacrimal tract to nasal cavity,ICD9CM_2010
09.81,Dacryocystorhinostomy (DCR),ICD9CM_2010
09.82,Conjunctivocystorhinostomy,ICD9CM_2010
09.83,Conjunctivorhinostomy with insertion of tube or stent,ICD9CM_2010
09.9,Other operations on lacrimal system,ICD9CM_2010
09.91,Obliteration of lacrimal punctum,ICD9CM_2010
09.99,Other operations on lacrimal system,ICD9CM_2010
10,Operations on conjunctiva,ICD9CM_2010
10.0,Removal of embedded foreign body from conjunctiva by incision,ICD9CM_2010
10.1,Other incision of conjunctiva,ICD9CM_2010
10.2,Diagnostic procedures on conjunctiva,ICD9CM_2010
10.21,Biopsy of conjunctiva,ICD9CM_2010
10.29,Other diagnostic procedures on conjunctiva,ICD9CM_2010
10.3,Excision or destruction of lesion or tissue of conjunctiva,ICD9CM_2010
10.31,Excision of lesion or tissue of conjunctiva,ICD9CM_2010
10.32,Destruction of lesion of conjunctiva,ICD9CM_2010
10.33,Other destructive procedures on conjunctiva,ICD9CM_2010
10.4,Conjunctivoplasty,ICD9CM_2010
10.41,Repair of symblepharon with free graft,ICD9CM_2010
10.42,Reconstruction of conjunctival cul-de-sac with free graft,ICD9CM_2010
10.43,Other reconstruction of conjunctival cul-de-sac,ICD9CM_2010
10.44,Other free graft to conjunctiva,ICD9CM_2010
10.49,Other conjunctivoplasty,ICD9CM_2010
10.5,Lysis of adhesions of conjunctiva and eyelid,ICD9CM_2010
